NOM DU MUSEE,ADR,CP,VILLE,SITWEB,latitude,longitude
Musée Milcendeau Jean-Yole,Le Bois Durand,85300,SOULLANS,http://www.musee-milcendeau.fr,46.778672,-1.90656
Musée Franco-Américain du Château de Blérancourt,Château,02300,BLERANCOURT,http://www.museefrancoamericain.fr,49.502836,3.12906
Musée Jean de la Fontaine,"12, Rue Jean de la Fontaine",02400,CHATEAU-THIERRY,http://www.musee-jean-de-la-fontaine.fr ou www.la-fontaine-ch-thierry.net,49.047062,3.400374
Musée municipal de Chauny,"28, Rue de la Paix",02300,CHAUNY,http://www.ville-chauny.fr/culture/musee_presentation.php,49.615394,3.216814
Musée - Centre de Documentation Alfred Desmasures,Impasse du Château,02500,HIRSON,,49.925734,4.079378
Musée Jeanne d'Aboville,"5, Rue du Général de Gaulle",02800,LA FERE,http://perso.wanadoo.fr/lafere/musee.htm,49.661963,3.367721
Musée Archéologique Municipal,"32, Rue Georges Ermant",02000,LAON,http://www.ville-laon.fr,49.563206,3.626781
Musée Monseigneur Pigneau de Behaine,Rue du Musée,02550,ORIGNY-EN-THIERACHE,,49.89599,4.022348
Musée Entomologique,"Espace Saint Jacques

14, Rue de la Sellerie",02100,SAINT-QUENTIN,Site de la ville,49.845971,3.288915
Musée Antoine Lecuyer,"28, Rue Antoine Lecuyer",02100,SAINT-QUENTIN,http://www.museeantoinelecuyer.fr/ ou www.mquentindelatour.com/,49.849891,3.285398
Musée Municipal de Soissons,"Conservation

Abbaye Saint-Jean-des-Vignes

2, rue de la Congrégation

Logis de l'Abbé",02200,SOISSONS,http://www.musee-soissons.org,49.38437,3.327236
Musée de la Résistance et de la Déportation,"Place Carnegie

Fargniers",02700,TERGNIER,http://www.resistance-deportation-picardie.com,49.658461,3.314801
Musée de La Thiérache,"3, 5 Rue du Traité de Paix

(Place du général de Gaulle)",02140,VERVINS,http://museedelathierache.jimdo.com ou www.evasion-aisne.com,49.834482,3.906585
Musée Alexandre Dumas,"24, Rue Demoustiers",02600,VILLERS COTTERETS,Site de la mairie - www.mairie-villerscotterets.fr,49.253009,3.089691
Musée de la Céramique Architecturale,"432, Avenue du Maréchal Foch",60390,AUNEUIL,http://www.annuaire-mairie.fr/musee-de-la-ceramique-architecturale.html,49.371601,1.991542
Musée Départemental de l'Oise,"1, Rue Cambry

B.P. 941",60024,BEAUVAIS cedex,http://www.oise.fr/culture-et-vie-locale/le-musee-departemental/,49.438331,2.07676
Musée Antoine Vivenel,"Hôtel de Songeons-Bicquilley

2, Rue d'Austerlitz",60200,COMPIEGNE,http://www.musee-vivenel.fr,49.417414,2.821526
Musée du Château de Compiègne,Place du Général de Gaulle,60200,COMPIEGNE,http://www.musee-chateau-compiegne.fr,49.418363,2.829197
Musée de la Figurine Historique,"28, Place de l'Hôtel de Ville",60200,COMPIEGNE,http://www.musee-figurine.fr,49.417761,2.826358
Musée Gallé-Juillet,Place François Miterrand,60100,CREIL,site de la mairie - www.mairie-creil.fr,49.250515,2.462918
Musée de l'Archerie et de l'Art Sacré,Rue Gustave Chopinet,60800,CREPY-EN-VALOIS,http://www.musee-archerie-valois.fr,49.236775,2.883938
Musée de la Nacre et de la Tabletterie,"51, rue Roger Salengro",60110,MERU,http://www.musee-nacre.com,49.238287,2.137907
Musée Calvin,"6, Place Aristide Briand",60400,NOYON,http://www.ville-noyon.fr/Le-musee-Jean-Calvin.html,49.581666,2.998444
Musée du Noyonnais,"7, Rue de l'Evêché",60400,NOYON,http://www.ville-noyon.fr/Le-musee-du-Noyonnais.html,49.581852,2.999742
Musée d'Art et d'Archéologie,Place Notre Dame,60300,SENLIS,http://www.musees-senlis.fr,49.206455,2.585686
Musée de la Vénerie,Place du Parvis Notre Dame,60300,SENLIS,Site de la ville,49.207061,2.585529
Musée Archéologique de l'Oise,Les Marmousets,60120,VENDEUIL-CAPLY,http://www.m-a-o.org,49.627157,2.316919
Musée Boucher-de-Perthes,"24, Rue Gontier-Patin",80100,ABBEVILLE,Site de la ville,50.10712,1.833193
Muséum d'histoire naturelle,,80000,AMIENS,,49.886416,2.309886
Musée de l'Hôtel de Berny,"36, Rue Victor Hugo",80000,AMIENS,http://www.amiens.com,49.892882,2.302463
Musée de Picardie,"48, Rue de la République",80000,AMIENS,http://www.amiens.fr/musees,49.890625,2.296238
Musée Lombart,"7, Rue du Musée",80600,DOULLENS,http://mairie-doullens.pagesperso-orange.fr/zone1/pageLibre00010098.html,50.154818,2.343242
Musée Archéologique et Historique,"44, Rue de Montmoreau",16000,ANGOULEME,site de société archéologique - www.sahc-charente.org,45.647813,0.160838
Atelier - Musée du Papier,"134, Rue de Bordeaux",16000,ANGOULEME,http://www.alienor.org,45.653356,0.149932
Musée des Beaux-Arts,"1, rue de Friedland",16000,ANGOULEME,Site collectif du CMPC : www.Alienor.org,45.6493,0.152569
Musée de la Bande Dessinée - Centre National de la Bande Dessinée et de l'Image,"121, Rue de Bordeaux

B.P. 72308",16023,ANGOULEME Cedex,http://www.cnbdi.fr ou www.alienor.org,45.653155,0.150537
Musée des Arts du Cognac,"Les Remparts

Place de la Salle Verte",16100,COGNAC,http://www.musees-cognac.fr,45.695308,-0.332648
Musée Municipal de Cognac,"48, Bd Denfert Rochereau",16100,COGNAC,http://www.musees-cognac.fr,45.695744,-0.326186
Musée de la Mytiliculture,Parvis de l'Eglise,17137,ESNANDES,http://www.maison-baiemaraispoitevin.fr,46.249998,-1.112028
Musée Napoléonien et Africain,Rue Napoléon,17123,ILE D'AIX,http://www.musees-nationaux-napoleoniens.org/index.htm,46.012163,-1.17493
Muséum d'Histoire Naturelle,"28, Rue Albert 1er",17000,LA ROCHELLE,http://www.museum-larochelle.fr,46.164822,-1.151488
Musée Protestant,"2, Rue Saint-Michel",17000,LA ROCHELLE,http://www.protestantisme-museelarochelle.fr,46.159482,-1.150024
Musée d'Orbigny-Bernon,"2, Rue Saint-Côme",17000,LA ROCHELLE, www.alienor.org,46.160696,-1.155323
Musée du Nouveau Monde,"10, Rue Fleuriau",17000,LA ROCHELLE,http://www.alienor.org,46.161435,-1.151157
Musée des Beaux-Arts,"28, Rue Gargoulleau",17000,LA ROCHELLE,http://www.alienor.org,46.161969,-1.151552
Musée Cappon,"62, Rue d'Aligre

BP 16",17230,MARANS,http://www.alienor.org,46.309723,-0.991941
Musée National de la Marine,"Hôtel de Cheusses

1, Place de La Galissonnière",17300,ROCHEFORT,http://www.musee-marine.fr/rochefort,45.934947,-0.958113
Hôtel Hèbre de Saint-Clément - Musée d'Art et d'Histoire,63-65 avenue de Gaulle,17300,ROCHEFORT,Site de la ville,45.935539,-0.961839
Musée de la Maison de Pierre Loti,"141, Rue Pierre Loti",17300,ROCHEFORT,http://www.maisondepierreloti.fr/,45.934155,-0.962754
Musée Municipal des Cordeliers,"9, Rue Régnaud",17400,SAINT-JEAN-D'ANGELY,http://www.angely.net,45.942596,-0.523419
Musée Ernest Cognacq,"Hôtel de Clerjotte

13, avenue Victor Bouthillier",17410,SAINT-MARTIN-DE-RE,http://www.musee-ernest-cognacq.fr,46.2055,-1.365288
Musée du Présidial,"28, Rue Victor Hugo",17100,SAINTES,http://www.ville-saintes.fr ou www.alienor.org,45.746251,-0.632034
Musée Archéologique,Esplanade André Malraux,17100,SAINTES,http://www.alienor.org,49.16182,-0.361097
Musée de l'Echevinage,"29 ter, Rue Alsace-Lorraine",17100,SAINTES,http://www.ville-saintes.fr ou www.alienor.org,-20.901199,55.456407
Musée Dupuy-Mestreau,4 rue Monconseil,17100,SAINTES,http://www.alienor.org,45.743294,-0.634076
Musée de l'Ile d'Oléron,"9, Place Gambetta",17310,ST-PIERRE D'OLERON,http://www.oleron-nature-culture.com ou www.alienor.org,45.942781,-1.307498
Musée Municipal,Place de l'Hôtel de Ville,79300,BRESSUIRE,http://www.alienor.org,46.841761,-0.493191
Musée d'Histoire Naturelle,"28, avenue de Limoges",79000,NIORT,,46.321065,-0.454107
Musée ethnographique et archéologique du Donjon,Rue Duguesclin,79000,NIORT,http://www.alienor.org,46.329114,-0.509612
Musée Bernard d’Agesci,"28, avenue de Limoges",79000,NIORT,http://www.agglo-niort.fr/-Musee-Bernard-d-Agesci,46.321065,-0.454107
Musée d'Art et d'Histoire Georges Turpin,"1, Rue de la Vau Saint-Jacques",79200,PARTHENAY,http://www.alienor.org ou www.cc-parthenay.fr/Patrimoine/Musee/presentation/present-2.htm,46.652064,-0.24942
Musée Municipal de l'Hôtel de Sully,"14, Rue Sully",86100,CHATELLERAULT,http://www.alienor.org,46.815984,0.542083
"Musée de la Moto, de l'Automobile et du Vélo","La Manu

3, Rue Clément Krebs",86100,CHATELLERAULT,http://www.alienor.org,46.81393,0.536238
Musée des Traditions Populaires et d'Archéologie,"3, Rue St-Pierre

B.P. 64",86300,CHAUVIGNY,http://www.chauvigny-patrimoine.fr,46.570457,0.648858
Musée Charbonneau-Lassay,Rue du Martray,86200,LOUDUN,http://www.alienor.org,47.010038,0.075488
Musée de Préhistoire Raymond Touchard,"La Sabline

21, Route de Montmorillon

 BP 23

B.P. 23",86320,LUSSAC-LES-CHATEAUX,http://www.lasabline.fr ou www.lussac-les-chateaux.fr,46.40347,0.725699
Musée Municipal de la Maison-Dieu,"6, Rue des Augustins",86500,MONTMORILLON,http://www.montmorillon.fr,46.421876,0.863517
Musée de l'hypogée des Dunes,101 Rue du Père-de-la-Croix,86000,POITIERS,http://www.musees-poitiers.org,46.575749,0.359509
Musée Rupert de Chièvres,"9, Rue Victor Hugo",86000,POITIERS,http://www.musees.poitiers.org ou www.alienor.org,46.580602,0.337972
Musée Sainte-Croix,"3 bis, Rue Jean Jaurès",86000,POITIERS,http://www.musees-poitiers.org ou www.alienor.org,46.581133,0.34448
Collection d'Histoire Naturelle,"1, Place de la Cathédrale

B.P. 80964",86038,POITIERS Cedex,http://www.maison-des-sciences.org/,46.581791,0.34942
Musée de la vallée,"Villa ""La Sapinière""

10, Avenue de la Libération",04400,BARCELONNETTE,site de la ville - www.barcelonnette.com,44.387609,6.655077
Musée Gassendi,"64, Bd Gassendi",04000,DIGNE-LES-BAINS,http://www.musee-gassendi.org,44.092825,6.235477
Musée Municipal,"1, Place du Bourguet",04300,FORCALQUIER,http://www.ville-forcalquier.fr/service-culturel.html,43.959969,5.780363
Musée de Salagon,Prieuré de Salagon,04300,MANE,http://www.musee-de-salagon.com,43.933685,5.760073
Musée départemental de préhistoire,Route de Montmeyan,04500,QUINSON,http://www.museeprehistoire.com,43.709921,6.039802
Musée Archéologique,Mairie de Riez,04500,RIEZ-LA-ROMAINE,,43.81739,6.093211
Musée archéologique,Mairie de Vachères,04110,VACHERES,,43.955752,5.644228
Musée d'Histoire et d'Archéologie,"Direction des musées

4, rue des Cordiers",06600,ANTIBES,http://www.antibes-juanslespins.com/fr/culture/musees,43.582877,7.125853
Musée Picasso,"Direction des musées

4, rue des Cordiers",06600,ANTIBES,http://www.antibes-juanlespins.com,43.582877,7.125853
Musée d'Histoire Locale,"9, Rue Saint-Sébastien",06410,BIOT,http://musee-de-biot.fr/,43.627369,7.098469
Musée Fernand Léger,Chemin Val de Pome,06410,BIOT,http://www.musee-fernandleger.fr ou http://www.musees-nationaux-alpesmaritimes.fr,43.62084,7.112018
Musée Renoir,Chemin des Collettes,06800,CAGNES-SUR-MER,http://www.cagnes-tourisme.com/renoir ou www.chez.com/renoir/cagnes.htm,43.67428,7.154955
Musée-Château de Cagnes,"7, Place Grimaldi

Haut de Cagnes",06800,CAGNES-SUR-MER,Site de la ville,43.666892,7.145213
Musée de la Castre,Le Suquet,06400,CANNES,Site de la ville,43.551506,7.010014
Musée de la Mer,Ile-Sainte-Marguerite,06400,CANNES,Site de la ville,43.5204,7.045113
Villa-Musée Jean-Honoré Fragonard,"23, Boulevard Fragonard",06130,GRASSE,http://www.museesdegrasse.com,43.65674,6.921089
Musée International de la Parfumerie,"2, Boulevard du Jeu de Ballon",06130,GRASSE,http://www.museesdegrasse.com,43.658385,6.922
Musée d'Art et d'Histoire de Provence,"2, Rue Mirabeau",06130,GRASSE,http://www.museesdegrasse.com,43.657615,6.922508
Musée Bonnard,16 bd Sadi Carnot,06110,LE CANNET,http://www.museebonnard.fr,43.576273,7.019853
Musée des Beaux-Arts,"3, Avenue de la Madone",06500,MENTON,Site de la ville,43.766659,7.4884
Musée Jean Cocteau Collection Séverin Wunderman,"2, Quai de Monléon",06500,MENTON,http://museecocteaumenton.fr,43.775097,7.506512
Musée de Préhistoire Régionale,Rue Lorédan Larchey,06500,MENTON,Site de la ville,43.77648,7.503609
Muséum d'Histoire Naturelle,60  Boulevard Risso,06300,NICE,http://www.mhnnice.org ou www.nice-coteazur.org,43.701924,7.279572
Musée Matisse,"164, Avenue des Arènes de Cimiez",06000,NICE,http://www.musee-matisse-nice.org,43.720041,7.276769
Musée National Message Biblique Marc Chagall,Avenue du Docteur Menard,06000,NICE,http://www.musees-nationaux-alpesmaritimes.fr,43.70931,7.268731
Musée du Vieux-Logis de Nice,"59, Avenue Saint Barthélémy",06000,NICE,Site de la ville de Nice,43.720727,7.255101
Musée d'Art et d'Histoire,"65, Rue de France",06000,NICE,http://www.nice.fr/mairie_nice_1489.html,43.695672,7.259251
Musée des Beaux-Arts Jules Chéret,"33, Avenue des Baumettes",06000,NICE,http://www.musee-beaux-arts-nice.org,43.694886,7.248937
Musée d'Art Naïf Anatole Jakovsky,"Château Ste Hélène

Avenue de Fabron",06200,NICE,Site de la ville : www.nice.fr/Culture/Musees-et-expositions/Musee-d-Art-Naif,43.69582,7.215225
Musée Archéologique - Site de  Cimiez,"Site de Cimiez

160, Avenue des Arènes",06000,NICE,http://www.musee-archeologique-nice.org/ ou www.nice-coteazur.org,43.719221,7.275115
Musée du Palais Lascaris,"15, Rue Droite",06300,NICE,http://www.nice.fr/mairie_nice_131.html,43.697686,7.27733
Musée Archéologique - Site de Terra Amata,"25, Boulevard Carnot",06364,NICE Cedex 04,http://www.musee-archeologique-nice.org,43.698046,7.288686
Ecomusée du Pays de la Roudoule,Place des Tilleuls,06260,PUGET-ROSTANG,http://www.ecomusee-roudoule.fr,43.973912,6.918815
Musée Départemental des Merveilles,Avenue du 16 Septembre 1947,06430,TENDE,http://www.museedesmerveilles.com,44.088882,7.593204
"Musée Magnelli, Musée de la Céramique",Place de la Libération,06220,VALLAURIS,http://www.vallauris-golfe-juan.fr/musee.php,43.579881,7.053064
Musée Picasso la guerre et la paix à Vallauris,Place de la Libération,06220,VALLAURIS,http://www.musees-nationaux-alpesmaritimes.fr ou www.musee-picasso-vallauris.fr,43.579881,7.053064
Musées de la Citadelle,Citadelle de Villefranche sur Mer,06230,VILLEFRANCHE-SUR-MER,http://www.villefranche-sur-mer.org,43.701093,7.311425
Musée du Parlement de Provence et du Vieil Aix,"Hôtel Estienne-de-Saint-Jean

17, Rue Gaston de Saporta",13100,AIX-EN-PROVENCE,http://www.mairie-aixenprovence.fr/Musee-du-Vieil-Aix,43.530857,5.447432
Musée Granet,Place Saint-Jean de Malte,13100,AIX-EN-PROVENCE,http://www.museegranet-aixenprovence.fr,43.49437,5.411084
Musée Paul Arbaud,2 bis rue du Quatre-Septembre,13100,AIX-EN-PROVENCE,http://www.academiedaix.org,43.525307,5.450165
Muséum d'Histoire Naturelle,"6, Rue Espariat",13100,AIX-EN-PROVENCE,http://www.museum-aix-en-provence.org,43.528026,5.448883
Musée du Pavillon de Vendôme,"13, Rue de la Molle",13100,AIX-EN-PROVENCE,http://www.mairie-aixenprovence.fr/Pavillon-Vendome ou www.museum-aix-en-provence.org,43.531176,5.442093
Musée- Atelier de Paul Cézanne,"9, Avenue Paul Cézanne",13090,AIX-EN-PROVENCE,http://www.atelier-cezanne.com,43.537816,5.446601
Muséon Arlaten,"29, Rue de la République",13200,ARLES,http://www.museonarlaten.fr,43.676298,4.627512
Musée Camarguais,Mas du Pont de Rousty,13200,ARLES,http://www.parc-camargue.fr,43.623694,4.529959
Musée Réattu,"10, Rue du Grand Prieuré",13200,ARLES,http://www.museereattu.arles.fr,43.679186,4.627903
Musée Municipal Méditerranéen de Cassis A.T.P.,Rue Xavier-D'Authier,13260,CASSIS,Site de la ville - www.cassis.fr,43.214464,5.540037
Musée Alphonse Daudet,Avenue des Moulins,13390,FONTVIEILLE,Site de la ville - www.fontvieille.provence.com,43.728918,4.717172
Musée Ciotaden,"1, Quai Ganteaume",13600,LA CIOTAT,http://www.museeciotaden.org,43.173755,5.60973
Musée Folklorique du Vieux Lambesc,"2, rue du Jas",13410,LAMBESC,http://www.museelambesc.free.fr,43.651927,5.261964
Fondation Louis Jou,"Grand-Rue Frédéric Mistral

Le Village",13520,LES-BAUX-DE-PROVENCE,http://fondationlouisjou.pagesperso-orange.fr/LouisJou.html,43.744253,4.79527
Musée Frédéric Mistral,"11, avenue Lamartine",13910,MAILLANE,http://www.maillane.fr/tourisme/musee.php,43.831079,4.782653
Musée de la Mode,"11 , Rue La Canebière",13001,MARSEILLE,Site de la ville - www.mairie-marseille.fr - http://www.espacemodemediterranee.com/,43.295788,5.375807
Musée Borély,"134, Avenue Clot-Bey

Château Borély",13008,MARSEILLE,http://www.marseille.fr/siteculture/les-lieux-culturels/musees/musee-borely,43.255924,5.382309
Musée des Docks Romains,"10, Place Vivaux",13002,MARSEILLE,Site de la ville,43.296541,5.367959
Cabinet des Monnaies et Médailles de Marseille,"10, Rue Clovis Hugues

Archives Municipales Palais des Beaux-Arts",13001,MARSEILLE,http://www.marseille.fr/siteculture/jsp/site/Portal.jsp?page_id=52,43.311254,5.384295
Musée d'Archéologie Méditerranéenne,"Centre de la Charité

2, rue de la Charité",13002,MARSEILLE,Site de la ville,43.300162,5.367615
"Musée d'Arts Africains, Océaniens, Amérindiens","Centre de la Vieille Charité

2, rue de la Charité",13002,MARSEILLE,http://www.mairie-marseille.fr/vivre/culture/musees.htm,43.300162,5.367615
Musée de la Faïence,"Château Pastré 

157, Avenue de Montredon",13008,MARSEILLE,Site de la ville - musée Borély,43.242043,5.36918
Musée d'Art Contemporain - Galeries Contemporaines,"69, avenue d'Haïfa",13000,MARSEILLE,http://www.mairie-marseille.fr/vivre/culture/musees.htm,43.250373,5.389337
Musée du Vieux Marseille,"2, Rue de la Prison",13002,MARSEILLE,http://www.mairie-marseille.fr/vivre/culture/musees.htm,43.296896,5.369449
Musée Grobet-Labadié,"140, Boulevard Longchamp",13001,MARSEILLE,http://www.marseille.fr,43.303412,5.392866
Musée Cantini,"19, Rue Grignan",13006,MARSEILLE,http://www.mairie-marseille.fr/vivre/culture/musees/cantini.htm,43.292383,5.378137
Musée Ziem,Boulevard du 14 Juillet,13500,MARTIGUES,www-martigues.fr,43.408557,5.054904
Musée Suffren et du Vieux Saint-Cannat,"Espace Suffren

3 Avenue Pasteur",13760,SAINT-CANNAT,http://www.saint-cannat.fr/institutions-culturelles/espace-suffren.html,43.621529,5.295215
Musée Municipal Paul Lafran,Montée des Pénitents,13250,SAINT-CHAMAS,http://www.paullafran.free.fr (site des Amis du musée),43.548914,5.033602
Musée Estrine,"Hôtel Estrine

8, rue Estrine",13210,SAINT-REMY-DE-PROVENCE,http://www.ateliermuseal.net,43.788801,4.832266
Musée des Alpilles,"1, Place Favier",13210,SAINT-REMY-DE-PROVENCE,http://www.musees.mediterannee.org,43.784998,4.831984
Musée Baroncelli,Rue Victor-Hugo,13460,SAINTES-MARIES-DE-LA-MER,http://www.saintesmaries.com/fr/accueil/village/le-musee.html,43.451204,4.427786
Musée de l'Empéri de Salon et de la Crau,Montée du Puech,13300,SALON-DE-PROVENCE,Site de la ville www.salon-de-provence.org - www.visitsalondeprovence.com/fr,43.639268,5.097878
Musée de Salon et de la Crau,"Château de l'Empéri

1, Montée du Puech",13300,SALON-DE-PROVENCE,http://www.visitsalondeprovence.com/fr/quatre_musees.php#guidemusees,43.639268,5.097878
Musée du Vieux Queyras,,05470,AIGUILLES,http://museum.cg05.fr/3939-musee-du-vieux-queyras.htm,44.768646,6.875318
Musée Départemental des Hautes-Alpes,"6, Avenue Maréchal Foch",05000,GAP,http://museum.cg05.fr ou site du conseil général,44.562517,6.085539
Musée des tourneurs,Rue Haute,83630,AIGUINES,,43.775897,6.243615
Musée des Arts et d’Histoire,"103, Rue Carnot",83230,BORMES-LES-MIMOSAS,,43.150789,6.340603
Musée du Pays Brignolais,Place du Palais des Comtes de Provence,83170,BRIGNOLES,http://www.museebrignolais.com,43.407253,6.058464
Musée de la Société d’Etudes Scientifiques et Achéologiques,"21, allées d'Azémar",83300,DRAGUIGNAN,,43.536558,6.461588
Musée Municipal de Draguignan,"9, Rue de la République",83300,DRAGUIGNAN,Site de la ville - www.ville-draguignan.fr,43.537982,6.464818
Musée des A.T.P. de Moyenne Provence,"Communauté d'Agglomération Dracenoise

15, Rue Roumanille",83300,DRAGUIGNAN,http://www.culture-dracenie.com,43.538087,6.466246
Musée Archéologique Municipal,"Salle du Vieux Fréjus

Place Calvini",83600,FREJUS,http://www.frejus.fr/Musee_Archeologique__155.html,43.433518,6.736701
Musée des Troupes de Marine,B.P. 94,83608,FREJUS Cedex,http://www.ville-frejus.fr/hermes/culture/musee.htm,49.486759,4.424344
Musée et site d'Olbia,3204 Route de l'Almanarre,83400,HYERES Cedex,Site de la ville : http://www.ville-hyeres.fr/,43.080197,6.123127
Musée Jean Aicard,"Villa les Lauriers Roses

705, Avenue du 8 Mai 1945",83130,LE POUVEREL LA GARDE,Site de la ville de Toulon,43.114675,6.004393
Musée Archéologique,Parvis de la Vieille Eglise,83700,SAINT-RAPHAËL,http://www.musee-saintraphael.com,43.425688,6.769154
Musée du Vêtement Provençal (Jean Aicard),Rue Jules Ferry,83210,SOLLIES-VILLE,http://www.solliesville.fr,43.181669,6.039146
Musée d'Art,"113, Boulevard du Maréchal Leclerc",83000,TOULON,Site de la ville,43.125971,5.927245
Muséum d'Histoire Naturelle de Toulon et du Var,737 Chemin du Jonquet,83200,TOULON,http://www.museum-toulon.org,43.143304,5.91086
Musée Municipal d'Archéologie,"14, Place du Postel",84400,APT,Site OT de la ville,43.875736,5.397687
Musée du Petit Palais,Place du Palais des Papes,84000,AVIGNON,http://www.petit-palais.org,43.951051,4.806367
Musée Calvet (et musée Lapidaire),"65, Rue Joseph Vernet",84000,AVIGNON,http://www.musee-calvet.org & www.musee-lapidaire.org,43.946985,4.803388
Muséum d'Histoire Naturelle Esprit Requien,"67, Rue Joseph Vernet",84000,AVIGNON,http://www.museum-avignon.org,43.946695,4.803397
Musée Comtadin-Duplessis,"Bibliothèque-musée Inguimbertine

234, Boulevard Albin-Durand",84200,CARPENTRAS,Site de la ville,44.054305,5.044975
Musée Sobirats,"112, Rue du Collège",84200,CARPENTRAS,Site de la ville,44.054477,5.046269
Musée Lapidaire et Archéologie,Rue des Saintes Maries,84200,CARPENTRAS,,44.055921,5.046746
Musée Jouve,"52, Place Castil-Blaze",84300,CAVAILLON,http://www.cavaillon.org,43.836961,5.037899
Musée de l'Hôtel Dieu,Porte d'Avignon,84300,CAVAILLON,http://www.cavaillon.org,43.860186,5.008627
Synagogue Musée Juif Comtadin,Rue Hébraïque,84300,CAVAILLON,http://www.cavaillon.org,43.83691,5.03856
Musée Marc Deydier,Rue de l'Eglise,84160,CUCURON,http://www.cucuron-luberon.com/musee-marc-deydier/,43.773637,5.437547
Musée-Bibliothèque François Pétrarque,Rive gauche de la Sorgue,84800,FONTAINE-DE-VAUCLUSE,http://www.vaucluse.fr/pages/page/num/519/lan/1,43.91753,5.056542
Musée Jean Garcin 39-45 : L'appel de la Liberté,Chemin du Gouffre,84800,FONTAINE-DE-VAUCLUSE,http://www.vaucluse.fr,46.569305,0.629669
Musée Philippe de Girard,Hötel de ville,84160,LOUMARIN - CADENET,,43.74147,5.365245
Musée Municipal Camille Pautet,"27, Rue St-Nazaire",84380,MAZAN,Sie de la ville : http://www.mazan.fr,44.056725,5.127889
Musée Municipal,Hôtel de Ville,84390,SAULT,Site de la ville - www.mairie-sault-84.fr,44.032815,5.45738
Musée Archéologique Théo Desplans,"Hôtel de Ville

Cours Taulignan",84110,VAISON-LA-ROMAINE,Site de la ville - www.vaison-la-romaine.com,44.241777,5.075377
Musée du Cartonnage et de l'Imprimerie,"3, Avenue du Maréchal Foch",84600,VALREAS,http://www.vaucluse.fr/pages/page/num/1037/lan/1,44.382664,4.987351
Muséum Agricole et Industriel Stella Matutina,"6,Allée des Flamboyants",97424,PITON-SAINT-LEU,http://www.museesreunion.re,-21.202292,55.295071
Musée Départemental de la Réunion - Musée Léon Dierx,"28, rue de Paris",97400,SAINT-DENIS,http://www.cg974.fr,-20.883698,55.450251
Muséum d'Histoire Naturelle,"1, rue Poivre",97400,SAINT-DENIS DE LA REUNION,http//www.cg974.fr/museum,-20.887712,55.451452
Musée des Arts Décoratifs de l’Océan indien (MADOI),"17 A, Chemin Rouge",97450,SAINT-LOUIS,http://www.madoi.re ou www.museesreunion.re,-21.264365,55.412125
Musée Départemental des Pays De l'Ain,"34, rue du Général Delestraint",01000,BOURG-EN-BRESSE,http://www.musees.ain.fr,46.196543,5.219217
Musée du Brou,"Monastère Royal de Brou

63, Boulevard de Brou",01000,BOURG-EN-BRESSE,http://brou.munuments-nationaux.fr,46.19658,5.236495
Musée de la Société d'Histoire et d'Archéologie,Mairie,01470,BRIORD,,45.778307,5.486674
Musée Archéologique,Place de l'Eglise,01580,IZERNORE,http://www.archeologie-izernore.com,46.219977,5.555636
Musée d'Histoire de la Résistance et de la Déportation de L'Ain et du Haut Jura,"3, Montée de l'Abbaye",01130,NANTUA,http://www.musees.ain.fr,46.152378,5.608744
Musée du Vieux Pérouges,Place du Tilleul,01800,PEROUGES,http://www.ostelleriedeperouges.com,45.903409,5.179532
Musée Chintreuil,"Hôtel de Ville

66, Rue Maréchal de Lattre de Tassigny",01190,PONT-DE-VAUX,http://www.musee-chintreuil.com,46.430076,4.938125
Musée Louis Jourdan,"Mairie

Place Louis Jourdan",01240,SAINT-PAUL-DE-VARAX,,46.09868,5.128995
Musée du Bois,Place de la République,01420,SEYSSEL,,45.95902,5.831513
Musée Départemental du Revermont,Cuisiat,01370,TREFFORT-CUISIAT,http://www.treffort-cuisiat.com/musee.htm,46.310948,5.349415
Musée de la Dombe,Maison de la Dombes,01330,VILLARS DE LA DOMBE,,46.000411,5.027094
MuséaAL - Musée Archéologique d'Alba,Quartier Saint-Pierre,07400,ALBA-LA-ROMAINE,http://www.ardeche.fr,44.563818,4.593506
Musée Vivarois César Filhol,"15, Rue Jean-Baptiste Béchetoille",07100,ANNONAY,http://www.cc-bassin-annonay.fr/-Le-Musee-Cesar-Filhol-.html,45.240803,4.668129
Musée Régional de Préhistoire,Orgnac Grand Site de France,07150,ORGNAC-L'AVEN,http://www.orgnac.com,44.307021,4.408291
Musée de la terre ardéchoise,"2, Place des Récollets",07000,PRIVAS,,44.735836,4.594922
Musée de la Batellerie du Rhône,"154, rue Auguste Vincent",07340,SERRIERES,http://www.serrieres-ardeche.fr,45.31795,4.763273
Musée et Site Archéologiques,Place de la Déesse Soïo,07130,SOYONS,http://www.soyons.fr,44.887803,4.850777
Musée du Rhône,"14, Place Auguste Faure",07300,TOURNON-SUR-RHÔNE,http://www.ville-tournon.com/chateau-musee,45.067885,4.831823
Musée d'Histoire et d'Archéologie,"11, Rue Camille-Buffardel",26150,DIE,http://www.museediois.wix.com/musee,44.75504,5.369785
Château de Grignan,Le Château,26230,GRIGNAN,http://chateaux.ladrome.fr,44.419252,4.909247
Musée du Château des Adhémars,"Mairie

Place Emile Loubet",26200,MONTELIMAR,http://www.cg26.fr/fr/tourisme/chateaux/montelimar.html,44.557315,4.749186
Musée d'Art Sacré,Le Village,26540,MOURS SAINT-EUSEBE,http://www.musee-art-sacre.com,45.068744,5.056328
